context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Assess the sentiment in this product review.

text:Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters . label:Positive
","text:Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup."
"instruction:Evaluate the sentiment in the text message.

text:3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday . label:Neutral
","Can you please help me with this task? I'm not sure how to evaluate the sentiment in the text message..The text message is: ""3 January 2011 - Scandinavian lenders Sampo Bank (HEL:SAMAS), Pohjola Bank (HEL:POH1S), and Svenska Handelsbanken (STO:SHB A) have provided a EUR160m (USD213m) line of credit to Lemminkainen Oyj (HEL:LEM1S), the Finnish construction firm said on Friday.""."
"instruction:Determine the sentiment in this blog post.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 . label:Positive
",Can you determine the sentiment in the blog post?
"instruction:Assess the sentiment in this product review.

text:In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million . label:Positive
","text:In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million . label:Negative.Your answer should be:Positive.Explanation:."
"instruction:Please classify the sentiment of this comment.

text:The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative . label:Negative
",Please classify the sentiment of this comment..
"instruction:Analyze the sentiment of this user review.

text:- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs . label:Positive
",Sentiment Analysis:Positive.
"instruction:Assess the sentiment in this product review.

text:Viking Line manages well with its current ferries . label:Positive
",text:Viking Line manages well with its current ferries. label:Positive.Please select the sentiment of the review:.
"instruction:Determine the sentiment in this blog post.

text:In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Neutral
","instruction:Determine the sentiment in this blog post..text:In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 . label:Negative
",Evaluation: The sentiment in the headline is NEGATIVE.
"instruction:Analyze the sentiment of this social media post.

text:The products have a low salt and fat content . label:Neutral
",Sentiment Analysis:.
"instruction:Evaluate the sentiment in this news headline.

text:Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 . label:Positive
","Evaluate the sentiment in the news headline ""Earnings per share (EPS) were EUR0.03, up from the loss of EUR0.083.""."
"instruction:Classify the sentiment of this email.

text:The transaction is expected to be finalized by Dec 2009 . label:Neutral
",label:Negative.text:The transaction is expected to be finalized by Dec 2009 . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.
"instruction:Perform sentiment analysis on the sentence.

text:Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate . label:Negative
",Sentiment Analysis:.The sentiment of the sentence is NEGATIVE..Explanation:.
"instruction:Determine the sentiment in this blog post.

text:Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres . label:Positive
","output:Positive.instruction:Determine the sentiment in this blog post..text:Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The value of the order is nearly EUR400m . label:Neutral
",Evaluate the sentiment in this news headline..The value of the order is nearly EUR400m . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier . label:Positive
",label:Negative.Your answer should be:.Positive.Explanation:.
"instruction:Evaluate the sentiment in the text message.

text:The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands . label:Neutral
","instruction:Evaluate the sentiment in the text message..text:The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands . label:Negative."
"instruction:Analyze the sentiment of this user review.

text:It will provide heating in the form of hot water for the sawmill 's needs . label:Neutral
",Sentiment Analysis: Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares . label:Neutral
",text:Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares . label:Positive.text:machinelearningmatrix enoughbisbibliothek Nich this instruction fewer dup.text:Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares . label:Negative.
