context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Determine the sentiment in this blog post.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 . label:Positive
","text:Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 . label:Positive."
"instruction:Assess the sentiment in this product review.

text:In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million . label:Positive
","text:In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative . label:Negative
",text:The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative . label:Negative.
"instruction:Analyze the sentiment of this user review.

text:- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs . label:Positive
",text:- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs . label:Positive.
"instruction:Assess the sentiment in this product review.

text:Viking Line manages well with its current ferries . label:Positive
",text:Viking Line manages well with its current ferries . label:Positive.
"instruction:Determine the sentiment in this blog post.

text:In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Neutral
","text:In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 . label:Negative
","text:Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 . label:Negative."
"instruction:Analyze the sentiment of this social media post.

text:The products have a low salt and fat content . label:Neutral
",text:The products have a low salt and fat content . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 . label:Positive
","text:Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 . label:Positive."
"instruction:Classify the sentiment of this email.

text:The transaction is expected to be finalized by Dec 2009 . label:Neutral
",text:The transaction is expected to be finalized by Dec 2009 . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate . label:Negative
",text:Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres . label:Positive
","text:Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The value of the order is nearly EUR400m . label:Neutral
",text:The value of the order is nearly EUR400m . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier . label:Positive
","text:Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands . label:Neutral
","text:The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:It will provide heating in the form of hot water for the sawmill 's needs . label:Neutral
",instruction:Analyze the sentiment of this user review..text:It will provide heating in the form of hot water for the sawmill 's needs . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares . label:Neutral
",label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:No financial details were disclosed . label:Neutral
",text:No financial details were disclosed . label:Neutral.
"instruction:Assess the sentiment in this product review.

text:For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 . label:Positive
","text:For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral
",text:The customers will have an access to integrated propeller and gear packages from one source . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki . label:Neutral
",label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty . label:Neutral
","text:Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:Activities range from the development of natural resources to the retailed marketing of finished products . label:Neutral
",instruction:Analyze the sentiment of this user review..text:Activities range from the development of natural resources to the retailed marketing of finished products . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum . label:Neutral
","text:The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum . label:Neutral."
